ID,Policy Start Date,Policy End Date,Gender,Age,First Transaction Date,No_Pol,Car_Category,Subject_Car_Colour,Subject_Car_Make,LGA_Name,State,ProductName,target
ID_LQ6KZV3,18/05/10,17/05/11,Male,45,18/05/10,1,Saloon,,Honda,Lagos Mainland,Lagos,CarSafe,0
ID_LQ8SDLM,16/10/10,15/10/11,Male,38,16/10/10,3,Saloon,,Lexus,Victoria Island,Lagos,Car Classic,0
ID_LQM0Y8J,13/09/10,12/09/11,Female,55,13/09/10,1,,,,,,CarSafe,0
ID_LQOV70F,14/11/10,13/11/11,Male,50,14/11/10,1,,,,Ikeja,Lagos,CarSafe,0
ID_LQPC5PY,07/02/10,06/02/11,Female,1,07/02/10,1,Saloon,,TOYOTA,,,CarSafe,0
ID_LQULK2B,30/01/10,29/01/11,Male,43,30/01/10,1,Saloon,Grey,Honda,,,Car Classic,0
ID_LQV4LVI,06/11/10,04/03/11,Male,12,06/11/10,2,,,Range Rover,Lekki,Lagos,Customized Motor,0
ID_LQW42FM,20/02/10,19/02/11,Female,61,20/02/10,1,Saloon,,TOYOTA,,,CarSafe,0
ID_LR9O5LN,08/07/10,07/07/11,Male,50,08/07/10,1,Saloon,,TOYOTA,Ikeja,Lagos,CarSafe,0
ID_LRF2KEM,09/05/10,08/05/11,Male,44,09/05/10,2,Saloon,,TOYOTA,ENUGU EAST,ENUGU-EAST,Car Classic,1
ID_LRJMAX0,28/10/10,27/10/11,Male,42,28/10/10,2,,,Range Rover,Lagos Mainland,Lagos,Customized Motor,0
ID_LRNALWK,15/04/10,14/04/11,Male,41,15/04/10,1,Saloon,,Kia,,,CarSafe,0
ID_LRNTL5Z,15/07/10,14/07/11,Male,58,15/07/10,1,,,TOYOTA,Ibadan South East,Ibadan-East,Customized Motor,0
ID_LRRZD6R,09/11/10,08/11/11,Male,32,09/11/10,1,Saloon,Grey,TOYOTA,GBAGADA,Benue,Car Classic,1
ID_LRW72U1,18/07/10,17/07/11,Male,28,18/07/10,1,Saloon,Black,TOYOTA,Ikeja,Lagos,Car Classic,0
ID_LRWA7LN,02/01/10,01/01/11,Male,36,02/01/10,1,Saloon,,Mazda,,,CarSafe,0
ID_LRZQCXZ,03/12/10,02/12/11,Female,47,03/12/10,3,,,,,,CarSafe,0
ID_LS1GCF7,20/11/10,19/11/11,Female,32,20/11/10,1,,,,MAGODO,Benue,Car Classic,0
ID_LS2AIR3,27/09/10,03/07/11,Male,49,27/09/10,1,,As Attached,TOYOTA,Victoria Island,Lagos,Car Classic,0
ID_LS5JYZM,17/04/10,16/04/11,Male,62,17/04/10,3,JEEP,,Mercedes,Abuja Municipal,Abuja-Municipal,Car Classic,0
ID_LS83X8T,07/06/10,06/06/11,Female,39,07/06/10,1,JEEP,Brown,Mercedes,Victoria Island,Lagos,Car Classic,0
ID_LS9U8UL,18/01/10,17/01/11,Male,38,18/01/10,1,JEEP,,TOYOTA,Asaba,Delta,Car Classic,1
ID_LS9WJ77,20/06/10,19/06/11,Female,36,20/06/10,1,Saloon,,TOYOTA,,,CarSafe,0
ID_LSCRSPQ,21/01/10,05/01/11,,20,21/01/10,3,JEEP,Green,ACURA,Victoria Island,Lagos,Customized Motor,0
ID_LSSJVQQ,29/10/10,28/01/11,Male,43,29/10/10,2,JEEP,,Mercedes,Lagos,Lagos,Car Classic,0
ID_LSWIVC6,11/04/10,10/04/11,,72,11/04/10,1,,Grey,Honda,Victoria Island,Lagos,Customized Motor,0
ID_LTHACPK,30/03/10,29/03/11,Male,44,30/03/10,1,,,Kia,Karu,Benue,Car Classic,0
ID_LTHB56N,23/12/10,21/02/11,Male,20,23/12/10,4,JEEP,,Lexus,Victoria Island,Lagos,Customized Motor,0
ID_LTP9F7X,06/08/10,05/08/11,Joint Gender,12,06/08/10,2,,,Honda,Victoria Island,Lagos,Car Classic,0
ID_LTXIDOG,10/10/10,09/10/11,Female,36,10/10/10,1,Saloon,,TOYOTA,,,CarSafe,0
ID_LTYPVIN,19/11/10,18/11/11,Male,55,19/11/10,1,,,,Awka,Anambra,CVTP,0
ID_LU992I8,12/07/10,10/07/11,Male,36,12/07/10,1,JEEP,,Lexus,,,CarSafe,0
ID_LUCWP9O,08/10/10,07/10/11,Male,21,08/10/10,1,,,,,,CarSafe,0
ID_LUI9I7J,02/01/10,01/01/11,Male,51,02/01/10,1,Saloon,,Honda,,,CarSafe,0
ID_LUL63CB,03/04/10,02/04/11,Male,28,03/04/10,1,Saloon,Black,TOYOTA,,,Car Classic,1
ID_LUYF1M0,27/05/10,04/04/11,Male,48,27/05/10,3,JEEP,Black,TOYOTA,Victoria Island,Lagos,Car Classic,0
ID_LUZ32MK,17/08/10,16/08/11,Female,39,17/08/10,1,,,,,,CarSafe,0
ID_LV0150R,13/11/10,12/11/11,Male,55,13/11/10,1,,,,,,Car Classic,0
ID_LV4XRUA,20/09/10,19/03/11,Female,27,20/09/10,1,,,,,,Car Classic,0
ID_LV5F3M8,24/12/10,23/12/11,Male,1,24/12/10,1,,,,,,CarSafe,0
ID_LV5ZFDV,05/08/10,04/08/11,Male,41,05/08/10,1,,,,,,Car Classic,0
ID_LV6UJ1E,07/03/10,06/03/11,Male,50,07/03/10,1,Saloon,,TOYOTA,,,CarSafe,0
ID_LV6YXT0,16/09/10,31/12/10,,120,16/09/10,4,,,Mitsubishi,Victoria Island,Lagos,Muuve,1
ID_LV8Z1L2,28/11/10,27/11/11,Female,43,28/11/10,1,,,,,,CarSafe,0
ID_LVB6W5D,23/12/10,22/12/11,Female,30,23/12/10,1,Saloon,Grey,TOYOTA,,,Car Classic,0
ID_LVCQLG1,28/11/10,27/11/11,Female,22,28/11/10,1,Truck,Green,Iveco,Victoria Island,Lagos,CVTP,0
ID_LVEUACF,26/02/10,25/02/11,Male,120,26/02/10,1,,White,Iveco,Victoria Island,Lagos,CVTP,1
ID_LVF0EAU,24/01/10,31/12/10,Female,52,24/01/10,2,,,Range Rover,Lagos Island,Lagos,Car Classic,0
ID_LVHPNSF,29/03/10,03/01/11,Male,37,29/03/10,1,Saloon,Black,Honda,Ibeju/Lekki,Ibeju-Lekki,Car Classic,0
ID_LVP5BLH,06/11/10,05/11/11,Female,41,06/11/10,1,,,,,,CarSafe,0
ID_LVQDPCP,12/06/10,11/06/11,Joint Gender,40,12/06/10,1,Saloon,,TOYOTA,,,CarSafe,0
ID_LVTQ9GP,28/05/10,27/05/11,Male,54,28/05/10,1,Saloon,Black,Lexus,Ifo,Benue,Car Classic,0
ID_LVU4I8A,09/09/10,08/09/11,Male,51,09/09/10,1,,,,,,CarSafe,0
ID_LVXKDE3,25/11/10,07/05/11,Male,33,25/11/10,1,,,,,,Car Classic,0
ID_LW0I762,31/01/10,30/01/11,Female,30,31/01/10,2,JEEP,Green,TOYOTA,Enugu North,Enugu-North,Car Classic,0
ID_LW204TI,14/06/10,13/06/11,Male,43,14/06/10,1,Saloon,Grey,TOYOTA,Victoria Island,Lagos,Car Classic,1
ID_LW4ZOYC,27/01/10,26/01/11,Male,37,27/01/10,1,,,Ford,Surulere,Lagos,Car Classic,1
ID_LWNKKQQ,26/02/10,25/02/11,Male,44,26/02/10,1,JEEP,,Volvo,,,Car Classic,0
ID_LWO34OB,19/11/10,12/08/11,Male,42,19/11/10,1,JEEP,Black,Kia,Obia/Akpor,Obia-Akpor,Car Classic,0
ID_LWVCKW1,04/07/10,03/07/11,Female,51,04/07/10,1,Saloon,,TOYOTA,,,CarSafe,0
ID_LX9UI35,27/09/10,26/09/11,Male,28,27/09/10,1,,,,,,Car Classic,0
ID_LXGIWH4,19/12/10,18/12/11,Male,39,19/12/10,3,,,,Umuahia South,Umuahia-South,Car Classic,0
ID_LXL3PF7,17/04/10,16/04/11,Entity,34,17/04/10,2,Saloon,White,Nissan,Surulere,Lagos,CVTP,1
ID_LXN0KUC,30/01/10,29/01/11,Entity,20,30/01/10,1,Saloon,Silver,TOYOTA,Ibadan North West,Ibadan-West,Customized Motor,0
ID_LXPBUCF,23/07/10,22/07/11,Male,80,23/07/10,1,,,Mercedes,Victoria Island,Lagos,Car Classic,0
ID_LXR8N8C,15/12/10,14/12/11,Female,62,15/12/10,1,JEEP,Gold,TOYOTA,,,CarFlex,0
ID_LXUU5QS,12/11/10,11/11/11,Male,40,12/11/10,1,,,,Victoria Island,Lagos,Motor Cycle,0
ID_LXZ9LP0,16/08/10,15/08/11,Male,41,16/08/10,1,,,,,,CarSafe,0
ID_LY6YHS4,05/09/10,02/07/11,Female,73,05/09/10,1,,,,Lekki,Lagos,Car Plus,0
ID_LYC4YN5,19/02/10,18/02/11,Female,40,19/02/10,1,Saloon,Black,Kia,Ibeju/Lekki,Ibeju-Lekki,Car Classic,0
ID_LYI13W4,20/12/10,19/12/11,Male,58,20/12/10,1,JEEP,Black,Honda,Abuja Municipal,Abuja-Municipal,Car Classic,0
ID_LYIA8QV,03/09/10,02/09/11,Female,46,03/09/10,1,Saloon,Black,TOYOTA,Lagos,Lagos,Car Classic,0
ID_LYVJ4GA,11/12/10,10/12/11,Female,38,11/12/10,1,Saloon,Green,TOYOTA,,,Car Classic,0
ID_LYYNAFF,27/08/10,26/08/11,Female,36,27/08/10,1,,,,,,CarSafe,0
ID_M00W24J,01/06/10,30/05/11,Male,31,01/06/10,1,Saloon,,TOYOTA,,,CarSafe,0
ID_M02TTBR,28/08/10,27/08/11,Male,61,28/08/10,1,,,,,,CarSafe,0
ID_M03LNDU,27/02/10,26/02/11,Male,50,27/02/10,1,Saloon,,TOYOTA,Lagos Island,Lagos,CarSafe,0
ID_M06FP7S,28/06/10,27/06/11,Male,38,28/06/10,2,Saloon,,Honda,Somolu,Lagos,CarSafe,0
ID_M0C8NR8,04/03/10,18/02/11,Female,30,04/03/10,1,Saloon,White,TOYOTA,,,Car Classic,1
ID_M0CCAYT,14/06/10,13/06/11,Male,60,14/06/10,1,Saloon,,TOYOTA,,,CarSafe,0
ID_M0EHHYD,08/08/10,07/08/11,Male,3,08/08/10,1,Saloon,,Honda,,,CarSafe,0
ID_M0F227I,06/06/10,05/06/11,Male,42,06/06/10,1,Saloon,Grey,TOYOTA,Lekki,Lagos,Car Classic,1
ID_M0M0FAI,01/07/10,30/06/11,Male,37,01/07/10,1,Saloon,Green,Honda,Ikeja,Lagos,Car Classic,0
ID_M0T2TNA,12/03/10,10/03/11,Male,38,12/03/10,1,Saloon,,TOYOTA,Central,Benue,Car Classic,0
ID_M0TH573,20/06/10,19/06/11,Male,32,20/06/10,1,Saloon,Black,TOYOTA,Lagos Mainland,Lagos,Car Classic,0
ID_M0WBAIE,29/04/10,28/04/11,,20,29/04/10,1,,As Attached,TOYOTA,Marina,Lagos,Car Classic,0
ID_M0XED7B,20/12/10,19/12/11,Female,42,20/12/10,1,Saloon,,TOYOTA,LGA,,CarSafe,0
ID_M102TMW,31/07/10,30/07/11,,120,31/07/10,1,,As Attached,Honda,Victoria Island,Lagos,Car Classic,1
ID_M19S9Y7,30/10/10,29/10/11,Male,34,30/10/10,1,Saloon,Blue,TOYOTA,,,Car Classic,1
ID_M1GOEOV,13/02/10,12/02/11,Female,50,13/02/10,1,Saloon,,TOYOTA,,,CarSafe,0
ID_M1L2E0E,25/08/10,24/08/11,Female,35,25/08/10,1,Saloon,,Honda,,,CarSafe,0
ID_M1PAGBU,05/01/10,04/01/11,Female,35,05/01/10,1,Saloon,,TOYOTA,,,CarSafe,0
ID_M21WMFF,28/03/10,27/03/11,Female,32,28/03/10,1,Saloon,Black,TOYOTA,Owerri,Imo,Car Classic,0
ID_M22TTXF,30/07/10,29/07/11,Male,120,30/07/10,1,,Grey,Nissan,Victoria Island,Lagos,Car Classic,0
ID_M29PITQ,30/08/10,29/08/11,Male,50,30/08/10,1,,,,,,CarSafe,0
ID_M2U7WNV,24/04/10,23/04/11,Male,42,24/04/10,1,Saloon,,TOYOTA,,,CarSafe,0
ID_M2UTSMT,18/12/10,17/12/11,Female,33,18/12/10,1,,,,,,CarSafe,0
ID_M2ZUPQN,06/08/10,05/08/11,Male,46,06/08/10,1,,,,,,CarSafe,0
ID_M3BMMVS,23/12/10,21/02/11,Male,20,23/12/10,4,JEEP,Black,Lexus,Victoria Island,Lagos,Customized Motor,0
ID_M3ELR5B,26/09/10,25/09/11,Female,40,26/09/10,2,Saloon,Black,Hyundai,Port Harcourt,Rivers,Car Classic,0
ID_M3H51LE,20/09/10,20/03/11,Male,48,20/09/10,1,JEEP,,Ford,,,Car Classic,0
ID_M3JU1SM,07/06/10,06/06/11,Female,65,07/06/10,1,JEEP,White,TOYOTA,,,Car Classic,0
ID_M3KSDRQ,27/05/10,26/05/11,Male,45,27/05/10,1,Saloon,Grey,TOYOTA,,,Car Classic,0
ID_M3OHXBZ,10/09/10,09/09/11,,1,10/09/10,1,,,,Victoria Island,Lagos,Motor Cycle,0
ID_M3WJ0TX,24/10/10,23/10/11,Joint Gender,73,24/10/10,1,Saloon,Grey,Hyundai,Lagos Mainland,Lagos,Car Classic,0
ID_M3XVJDD,02/07/10,01/07/11,Male,64,02/07/10,1,Saloon,,TOYOTA,,,CarSafe,0
ID_M46S0NJ,06/11/10,30/07/11,Female,31,06/11/10,1,JEEP,White,Lexus,Ketu,Lagos,Car Classic,0
ID_M4AXGKC,20/06/10,18/06/11,Female,60,20/06/10,1,JEEP,,TOYOTA,,,CarSafe,0
ID_M4GBR0I,21/02/10,20/02/11,Male,50,21/02/10,1,Saloon,,TOYOTA,,,CarSafe,0
ID_M4OBH7O,21/05/10,20/05/11,Male,35,21/05/10,1,Saloon,Silver,TOYOTA,,,Car Classic,0
ID_M4OS7TU,15/03/10,14/03/11,Male,56,15/03/10,2,,Grey,Nissan,,,Car Classic,0
ID_M558198,03/09/10,02/09/11,NOT STATED,49,03/09/10,1,Saloon,,TOYOTA,,,CarSafe,0
ID_M5CU8CO,22/03/10,21/03/11,Male,37,22/03/10,1,,White,Mercedes,Victoria Island,Lagos,Car Classic,1
ID_M5IAES5,20/11/10,19/11/11,Male,50,20/11/10,1,,,,,,CarSafe,0
ID_M5KN3N1,08/03/10,07/03/11,Male,48,08/03/10,1,Saloon,,Ford,,,CarSafe,0
ID_M5LC46Z,06/03/10,05/03/11,Female,53,06/03/10,1,Saloon,,Mitsubishi,,,CarSafe,0
ID_M5P56LV,07/02/10,06/02/11,Female,51,07/02/10,2,Saloon,Black,TOYOTA,Anthony Village,Lagos,Car Classic,0
ID_M5P8OLT,05/03/10,03/03/11,Male,42,05/03/10,1,Saloon,As Attached,TOYOTA,Ikeja,Lagos,Car Classic,1
ID_M5RHXZ8,17/10/10,05/10/11,Male,63,17/10/10,1,,,,Ado-Odo/Ota,Ado-Ota,Car Classic,0
ID_M5SNZIT,27/08/10,26/08/11,Female,41,27/08/10,1,,,,,,CarSafe,0
ID_M5WSYJ9,14/06/10,13/06/11,Male,43,14/06/10,1,Saloon,Black,TOYOTA,,,Car Classic,0
ID_M5ZB1EA,14/05/10,13/05/11,Male,43,14/05/10,1,Saloon,Black,TOYOTA,Victoria Island,Lagos,Car Classic,1
ID_M65Y5XJ,17/10/10,16/10/11,Male,40,17/10/10,1,,,,Shomolu,Benue,Car Classic,0
ID_M67ZXPN,18/01/10,17/01/11,Male,41,18/01/10,1,Saloon,,Lexus,,,CarSafe,0
ID_M687VQV,28/08/10,27/08/11,Male,44,28/08/10,1,Saloon,Blue,Peugeot,Bauchi,Bauchi,Car Classic,1
ID_M6B4HGL,29/10/10,28/10/11,Male,41,29/10/10,1,Saloon,Red,Honda,,,Car Classic,0
ID_M6KBLED,07/01/10,06/01/11,Male,65,07/01/10,1,Saloon,Grey,TOYOTA,Ikeja,Lagos,Car Classic,0
ID_M6M5GLO,11/02/10,10/02/11,Female,48,11/02/10,3,JEEP,,Nissan,Asaba,Delta,Car Classic,0
ID_M6N7GK4,13/11/10,11/11/11,Female,32,13/11/10,1,,,,,,Car Plus,0
ID_M6W7YCX,24/08/10,23/08/11,Male,50,24/08/10,1,Saloon,,Nissan,,,CarSafe,0
ID_M73AABZ,11/04/10,10/04/11,,72,11/04/10,1,JEEP,Black,Mercedes,Victoria Island,Lagos,Customized Motor,0
ID_M73Q7M5,19/06/10,18/06/11,Female,60,19/06/10,1,Saloon,Ash,TOYOTA,,,Car Classic,1
ID_M7PX1CX,15/03/10,13/03/11,Female,32,15/03/10,1,Saloon,Black,TOYOTA,Abuja Municipal,Abuja-Municipal,Car Classic,0
ID_M7QJPPO,16/12/10,15/12/11,Female,73,16/12/10,2,JEEP,Black,TOYOTA,Amuwo-Odofin,Amuwo-Odofin,Customized Motor,0
ID_M7VMWT3,21/03/10,04/03/11,Female,41,21/03/10,1,JEEP,Black,Hyundai,Lagos Island,Lagos,Car Classic,0
ID_M7VSV8Y,27/08/10,26/08/11,Male,43,27/08/10,1,,,,,,Car Classic,0
ID_M80JDY3,25/04/10,12/04/11,Male,33,25/04/10,1,Saloon,Red,TOYOTA,,,Car Classic,1
ID_M81IBMH,16/07/10,15/01/11,Male,21,16/07/10,2,JEEP,,Range Rover,,,Customized Motor,0
ID_M86AYOT,25/12/10,23/12/11,Male,35,25/12/10,1,,,,,,CarSafe,0
ID_M8B7BAM,15/08/10,14/08/11,Male,35,15/08/10,1,,,,,,CarSafe,0
ID_M8BIAPV,21/01/10,06/01/11,Male,38,21/01/10,1,JEEP,Green,TOYOTA,,,Car Classic,0
ID_M8GKC53,17/12/10,16/12/11,Male,37,17/12/10,1,Saloon,Green,TOYOTA,Obia/Akpor,Obia-Akpor,Car Plus,0
ID_M8R3G6U,12/09/10,11/09/11,Male,45,12/09/10,1,Saloon,,TOYOTA,Victoria Island,Lagos,Car Classic,0
ID_M94UD23,23/01/10,22/01/11,Male,50,23/01/10,1,Saloon,,TOYOTA,,,CarSafe,0
ID_M9DCI94,02/10/10,01/10/11,Male,41,02/10/10,1,,,,,,CarSafe,0
ID_M9HR2ZR,24/07/10,23/07/11,Male,38,24/07/10,2,Saloon,,TOYOTA,Owerri,Imo,Car Classic,0
ID_M9TYTDV,06/05/10,05/05/11,Male,43,06/05/10,1,Saloon,Blue,TOYOTA,,,Car Classic,0
ID_M9VELEA,16/08/10,15/08/11,Male,1,16/08/10,1,,,,,,CarSafe,0
ID_M9VGWD1,22/10/10,21/10/11,Female,20,22/10/10,3,JEEP,,Mercedes,Lekki,Lagos,Customized Motor,0
ID_M9VTI10,26/07/10,25/07/11,Male,36,26/07/10,2,JEEP,Black,Range Rover,Ikeja,Lagos,Car Classic,0
ID_M9Y3K8P,02/11/10,01/06/11,Male,40,02/11/10,1,,,Honda,Lagos Island,Lagos,Car Classic,0
ID_MADX88I,06/12/10,01/12/11,Male,30,06/12/10,1,Saloon,Wine,TOYOTA,RIVERS,Rivers,Car Classic,0
ID_MALWETO,12/11/10,11/11/11,Male,34,12/11/10,1,Saloon,,TOYOTA,,,CarFlex,0
ID_MAP0WSL,03/01/10,02/01/11,Male,32,03/01/10,2,Saloon,Gold,TOYOTA,,,Car Classic,0
ID_MASUSRQ,21/08/10,20/08/11,Male,67,21/08/10,1,JEEP,Black,TOYOTA,Ikeja,Lagos,Car Classic,0
ID_MAX97XR,31/10/10,30/10/11,Male,30,31/10/10,1,,,,,,CarSafe,0
ID_MAZ1NI8,30/10/10,29/10/11,Male,39,30/10/10,2,,Silver,TOYOTA,Surulere,Lagos,Car Classic,0
ID_MB79GVJ,24/06/10,23/06/11,Male,31,24/06/10,1,Saloon,,TOYOTA,,,CarSafe,0
ID_MB9C1IJ,14/08/10,13/08/11,,20,14/08/10,2,,,,Anambra East,Anambra-East,Car Plus,0
ID_MBDH954,07/03/10,31/12/10,Entity,20,07/03/10,3,,,,Lagos,Lagos,Muuve,0
ID_MBH08P8,01/03/10,01/03/11,Male,38,01/03/10,1,Saloon,,TOYOTA,,,CarSafe,0
ID_MBHUF6P,04/07/10,18/06/11,Male,29,04/07/10,1,Saloon,Green,TOYOTA,Ajah,Lagos,Car Classic,0
ID_MBHYAL3,24/09/10,23/09/11,Female,51,24/09/10,6,,Grey,Hyundai,Ikeja,Lagos,Car Classic,0
ID_MBVX1K9,26/09/10,25/09/11,Male,50,26/09/10,1,,,,,,CarSafe,0
ID_MBWD7MG,19/01/10,25/01/11,Male,34,19/01/10,1,Saloon,Black,TOYOTA,Ojodu,Lagos,Car Classic,0
ID_MC20N8I,23/12/10,21/02/11,Male,20,23/12/10,4,JEEP,Green,ACURA,Victoria Island,Lagos,Customized Motor,0
ID_MC6UUN7,27/01/10,26/01/11,Male,37,27/01/10,1,,,Ford,Surulere,Lagos,Car Classic,0
ID_MCCJ7CF,28/02/10,27/02/11,Female,54,28/02/10,1,JEEP,As Attached,Ford,Victoria Island,Lagos,Car Classic,0
ID_MCG7MOW,22/03/10,21/03/11,Female,40,22/03/10,1,Saloon,Black,Mazda,Apapa,Lagos,Car Classic,0
ID_MCUE1JN,20/03/10,19/03/11,Female,36,20/03/10,1,Saloon,Black,Hyundai,Surulere,Lagos,Car Classic,1
ID_MCXMNXP,15/01/10,14/01/11,Female,50,15/01/10,1,Saloon,,Honda,Ikeja,Lagos,CarSafe,0
ID_MD0CFXH,11/07/10,10/07/11,Male,37,11/07/10,2,Saloon,Green,TOYOTA,Surulere,Lagos,Car Classic,0
ID_MD2YK3S,06/11/10,05/11/11,Female,40,06/11/10,1,,,,,,CarSafe,0
ID_MD8DOJ9,20/12/10,19/12/11,Male,35,20/12/10,1,,,,,,CarSafe,0
ID_MDLI4BB,14/11/10,13/11/11,Male,42,14/11/10,1,Saloon,,TOYOTA,,,CarSafe,0
ID_MDPINGH,11/09/10,09/09/11,Male,37,11/09/10,1,,,,,,CarSafe,0
ID_MDS41GM,27/03/10,26/03/11,Male,44,27/03/10,1,Saloon,,TOYOTA,,,Car Plus,0
ID_MDX4RQT,20/08/10,19/08/11,,20,20/08/10,2,,,Kia,Kosofe,Benue,Car Classic,0
ID_MDZE4T2,08/02/10,07/02/11,Male,50,08/02/10,1,Saloon,,TOYOTA,,,CarSafe,0
ID_ME5KSG5,21/11/10,20/11/11,Female,49,21/11/10,1,Saloon,,TOYOTA,,,CarSafe,0
ID_ME62PLM,19/11/10,18/11/11,Female,28,19/11/10,1,,,,Victoria Island,Lagos,CVTP,0
ID_MEFG9ZZ,06/04/10,05/04/11,Male,45,06/04/10,1,Saloon,,TOYOTA,,,CarSafe,0
ID_MEIARR5,06/02/10,05/02/11,Female,39,06/02/10,2,Saloon,Black,TOYOTA,,,Car Classic,0
ID_MES8IQY,13/03/10,12/03/11,Male,58,13/03/10,1,JEEP,Gold,Lexus,,,Car Classic,0
ID_METSTYH,16/04/10,15/04/11,Male,35,16/04/10,1,JEEP,As Attached,Lexus,Obia/Akpor,Obia-Akpor,Car Classic,1
ID_MF447MR,21/12/10,20/12/11,Male,53,21/12/10,1,Saloon,,Mercedes,,,CarSafe,0
ID_MF7P8U3,13/09/10,05/08/11,Male,44,13/09/10,1,,Silver,Mercedes,Eti-Osa,Eti-Osa,Customized Motor,0
ID_MFAE0W0,05/06/10,04/06/11,Female,38,05/06/10,1,Saloon,Silver,TOYOTA,Victoria Island,Lagos,Car Classic,1
ID_MFEZYOI,07/04/10,06/04/11,Female,31,07/04/10,1,Saloon,Black,Lexus,,,Car Classic,0
ID_MFGSL0Y,03/09/10,02/09/11,Male,34,03/09/10,1,,,,,,Car Classic,0
ID_MFHIL8T,23/07/10,22/07/11,Female,50,23/07/10,2,Bus,,TOYOTA,Surulere,Lagos,CVTP,0
ID_MFK0E5P,11/10/10,31/12/10,Male,48,11/10/10,1,JEEP,,TOYOTA,Oguta,Imo,Customized Motor,0
ID_MFKG209,24/10/10,16/02/11,Male,51,24/10/10,1,,,,Victoria Island,Lagos,Car Classic,0
ID_MFMJ6XM,30/01/10,29/01/11,Entity,7,30/01/10,2,,,Hyundai,Abuja Municipal,Abuja-Municipal,Car Classic,0
ID_MFMWLHP,20/04/10,19/04/11,Female,31,20/04/10,1,Saloon,Black,Hyundai,Ibeju/Lekki,Ibeju-Lekki,Car Classic,0
ID_MG2V61C,09/05/10,08/05/11,Male,61,09/05/10,1,JEEP,Silver,TOYOTA,,,Car Plus,0
ID_MG8PNKR,30/08/10,29/08/11,Female,66,30/08/10,3,Saloon,,TOYOTA,Ikeja,Lagos,CarSafe,0
ID_MGIHUFG,31/05/10,30/05/11,Female,30,31/05/10,1,Saloon,,TOYOTA,,,CarSafe,0
ID_MGJRL9H,13/02/10,12/02/11,Female,60,13/02/10,1,Saloon,,TOYOTA,,,CarSafe,0
ID_MGNEAFJ,28/05/10,27/05/11,Female,41,28/05/10,1,JEEP,,Mercedes,Lagos,Lagos,Car Classic,0
ID_MGNJR14,25/02/10,24/02/11,Joint Gender,54,25/02/10,1,Mini Van,Green,TOYOTA,,,Car Classic,0
ID_MGPCV5C,29/10/10,28/10/11,Male,30,29/10/10,1,Saloon,,TOYOTA,,,Car Classic,0
ID_MGPLHIB,29/07/10,28/07/11,Male,120,29/07/10,2,JEEP,White,TOYOTA,Lekki,Lagos,Car Classic,0
ID_MGSDK6X,27/03/10,17/03/11,Male,31,27/03/10,1,Saloon,Black,TOYOTA,Alagbado,Lagos,Car Classic,1
ID_MGYSGFH,06/10/10,05/10/11,Female,44,06/10/10,1,JEEP,Blue,Lexus,Amuwo-Odofin,Amuwo-Odofin,Car Classic,0
ID_MH0I2QO,25/04/10,24/04/11,Female,38,25/04/10,1,JEEP,,Lexus,,,Car Classic,0
ID_MH1V5LQ,16/09/10,22/05/11,Male,46,16/09/10,2,JEEP,,Land Rover,,,Customized Motor,0
ID_MHCD3J0,21/06/10,20/06/11,Female,47,21/06/10,2,Saloon,,TOYOTA,,,CarSafe,0
ID_MHEW0EY,28/03/10,27/03/11,Male,1,28/03/10,1,Saloon,,TOYOTA,,,CarSafe,0
ID_MHF5ALV,24/06/10,23/06/11,Male,44,24/06/10,1,Saloon,Grey,TOYOTA,,,Car Classic,0
ID_MHQV3JW,03/09/10,02/09/11,Male,45,03/09/10,2,JEEP,,Mitsubishi,Eti-Osa,Eti-Osa,Customized Motor,0
ID_MHTMGO8,06/12/10,05/12/11,Female,40,06/12/10,1,,,,,,CarSafe,0
ID_MHUUQCN,04/02/10,03/02/11,Male,120,04/02/10,2,,Black,Mercedes,Victoria Island,Lagos,Customized Motor,0
ID_MHWF8A4,06/01/10,05/01/11,Female,38,06/01/10,1,Saloon,Red,TOYOTA,,,Car Classic,1
ID_MHX4YSZ,13/05/10,12/05/11,Female,60,13/05/10,1,Saloon,As Attached,Honda,Ifako-Ijaye ,Ifako-Ijaye,Car Classic,1
ID_MHXV4JQ,25/04/10,24/04/11,Male,30,25/04/10,1,Saloon,,TOYOTA,,,CarSafe,0
ID_MHZZO0T,25/10/10,26/04/11,Male,40,25/10/10,1,,,,,,Car Classic,0
ID_MIB2BYJ,19/11/10,18/11/11,Male,50,19/11/10,1,Saloon,,TOYOTA,Obia/Akpor,Obia-Akpor,CarSafe,0
ID_MIG7PP0,20/03/10,19/03/11,Male,39,20/03/10,1,JEEP,Grey,ACURA,Ikeja,Lagos,Car Classic,0
ID_MIJKX5D,13/11/10,12/11/11,Female,36,13/11/10,1,Saloon,,TOYOTA,,,CarFlex,1
ID_MIK3JH2,13/09/10,12/09/11,Male,58,13/09/10,1,JEEP,Silver,Mercedes,Abuja,Abuja,Car Classic,0
ID_MIXLP9T,30/12/10,28/12/11,Female,59,30/12/10,1,,,,,,CarSafe,0
ID_MJ32FI6,29/01/10,24/01/11,Female,31,29/01/10,1,Saloon,Silver,TOYOTA,OGBA,Benue,Car Classic,0
ID_MJ42X42,10/09/10,09/09/11,NOT STATED,2,10/09/10,1,JEEP,Grey,TOYOTA,,,Car Classic,1
